[2023.08.31 09:30:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693445401260 <= 1693445401512, execute later
[2023.08.31 10:07:50 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447180350 <= 1693447669412, execute later
[2023.08.31 10:07:50 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446697749 <= 1693447669412, execute later
[2023.08.31 10:08:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447188680 <= 1693447687467, execute later
[2023.08.31 10:08:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446709810 <= 1693447687467, execute later
[2023.08.31 10:08:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447191970 <= 1693447693445, execute later
[2023.08.31 10:08:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447192170 <= 1693447699474, execute later
[2023.08.31 10:08:27 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446718762 <= 1693447705443, execute later
[2023.08.31 10:08:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447200810 <= 1693447714425, execute later
[2023.08.31 10:08:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446724751 <= 1693447717417, execute later
[2023.08.31 10:08:44 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446727764 <= 1693447723402, execute later
[2023.08.31 10:08:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447201010 <= 1693447723402, execute later
[2023.08.31 10:08:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446733810 <= 1693447735409, execute later
[2023.08.31 10:09:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447210510 <= 1693447744457, execute later
[2023.08.31 10:09:08 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446739757 <= 1693447747472, execute later
[2023.08.31 10:09:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446742783 <= 1693447753412, execute later
[2023.08.31 10:09:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447212540 <= 1693447762416, execute later
[2023.08.31 10:09:38 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446757850 <= 1693447777414, execute later
[2023.08.31 10:09:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446760755 <= 1693447780475, execute later
[2023.08.31 10:09:56 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447224630 <= 1693447795433, execute later
[2023.08.31 10:09:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446769968 <= 1693447795433, execute later
[2023.08.31 10:10:07 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446775752 <= 1693447807409, execute later
[2023.08.31 10:10:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447230330 <= 1693447813686, execute later
[2023.08.31 10:10:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446784830 <= 1693447822414, execute later
[2023.08.31 10:10:28 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447235990 <= 1693447825409, execute later
[2023.08.31 10:10:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446790802 <= 1693447831396, execute later
[2023.08.31 10:10:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447239800 <= 1693447837439, execute later
[2023.08.31 10:11:01 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447245860 <= 1693447858414, execute later
[2023.08.31 10:11:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446823750 <= 1693447885396, execute later
[2023.08.31 10:11:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447260890 <= 1693447894392, execute later
[2023.08.31 10:11:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446832750 <= 1693447903491, execute later
[2023.08.31 10:11:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447266410 <= 1693447909429, execute later
[2023.08.31 10:11:59 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447266610 <= 1693447918442, execute later
[2023.08.31 10:12:02 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446841743 <= 1693447921411, execute later
[2023.08.31 10:12:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446850754 <= 1693447936407, execute later
[2023.08.31 10:12:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446853747 <= 1693447939438, execute later
[2023.08.31 10:12:32 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447282310 <= 1693447951482, execute later
[2023.08.31 10:12:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446862755 <= 1693447954399, execute later
[2023.08.31 10:12:40 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447285480 <= 1693447957403, execute later
[2023.08.31 10:12:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446865744 <= 1693447960497, execute later
[2023.08.31 10:12:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447285680 <= 1693447963819, execute later
[2023.08.31 10:12:53 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446874745 <= 1693447972509, execute later
[2023.08.31 10:12:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446877765 <= 1693447975399, execute later
[2023.08.31 10:13:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447298480 <= 1693447993468, execute later
[2023.08.31 10:13:15 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446889774 <= 1693447993468, execute later
[2023.08.31 10:13:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446895756 <= 1693448002474, execute later
[2023.08.31 10:13:27 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446898745 <= 1693448005398, execute later
[2023.08.31 10:13:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447311130 <= 1693448023467, execute later
[2023.08.31 10:13:59 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447318480 <= 1693448038398, execute later
[2023.08.31 10:14:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446937759 <= 1693448080444, execute later
[2023.08.31 10:14:51 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447335670 <= 1693448089442, execute later
[2023.08.31 10:14:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446946757 <= 1693448095396, execute later
[2023.08.31 10:15:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446952820 <= 1693448104398, execute later
[2023.08.31 10:15:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447341520 <= 1693448104398, execute later
[2023.08.31 10:15:59 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446985740 <= 1693448158442, execute later
[2023.08.31 10:16:03 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693446988741 <= 1693448161412, execute later
[2023.08.31 10:16:12 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447372030 <= 1693448170454, execute later
[2023.08.31 10:16:17 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447375520 <= 1693448176394, execute later
[2023.08.31 10:16:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447378690 <= 1693448194380, execute later
[2023.08.31 10:16:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447012739 <= 1693448194380, execute later
[2023.08.31 10:16:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447015747 <= 1693448200397, execute later
[2023.08.31 10:16:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447383460 <= 1693448200397, execute later
[2023.08.31 10:17:02 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447024756 <= 1693448221456, execute later
[2023.08.31 10:17:08 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447027759 <= 1693448227472, execute later
[2023.08.31 10:17:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447030807 <= 1693448233393, execute later
[2023.08.31 10:17:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447407180 <= 1693448260376, execute later
[2023.08.31 10:17:49 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447410670 <= 1693448266403, execute later
[2023.08.31 10:17:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447054736 <= 1693448269440, execute later
[2023.08.31 10:18:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447066810 <= 1693448293395, execute later
[2023.08.31 10:18:29 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447075733 <= 1693448308407, execute later
[2023.08.31 10:18:33 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447078757 <= 1693448311392, execute later
[2023.08.31 10:18:54 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447435020 <= 1693448332405, execute later
[2023.08.31 10:19:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447099734 <= 1693448347406, execute later
[2023.08.31 10:19:15 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447102780 <= 1693448353422, execute later
[2023.08.31 10:19:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447105809 <= 1693448359445, execute later
[2023.08.31 10:19:27 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447111733 <= 1693448365390, execute later
[2023.08.31 10:19:44 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447123751 <= 1693448383412, execute later
[2023.08.31 10:19:51 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447129736 <= 1693448389445, execute later
[2023.08.31 10:19:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447456670 <= 1693448389445, execute later
[2023.08.31 10:19:55 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447132731 <= 1693448392439, execute later
[2023.08.31 10:20:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447150736 <= 1693448425411, execute later
[2023.08.31 10:20:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447153732 <= 1693448431446, execute later
[2023.08.31 10:20:32 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447473040 <= 1693448431446, execute later
[2023.08.31 10:20:40 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447159774 <= 1693448440382, execute later
[2023.08.31 10:20:53 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447168778 <= 1693448452389, execute later
[2023.08.31 10:21:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447177740 <= 1693448467464, execute later
[2023.08.31 10:21:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447488930 <= 1693448470392, execute later
[2023.08.31 10:21:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447186741 <= 1693448479376, execute later
[2023.08.31 10:21:25 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447492380 <= 1693448485455, execute later
[2023.08.31 10:21:28 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447192767 <= 1693448488482, execute later
[2023.08.31 10:21:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447497070 <= 1693448488482, execute later
[2023.08.31 10:21:34 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447195728 <= 1693448491384, execute later
[2023.08.31 10:21:38 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447198733 <= 1693448497400, execute later
[2023.08.31 10:21:44 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447201731 <= 1693448503384, execute later
[2023.08.31 10:21:47 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447501770 <= 1693448506503, execute later
[2023.08.31 10:22:04 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447210767 <= 1693448521379, execute later
[2023.08.31 10:22:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447213731 <= 1693448530382, execute later
[2023.08.31 10:22:51 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447234802 <= 1693448569376, execute later
[2023.08.31 10:23:02 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447240799 <= 1693448581367, execute later
[2023.08.31 10:23:03 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447531340 <= 1693448581367, execute later
[2023.08.31 10:23:12 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447246798 <= 1693448590379, execute later
[2023.08.31 10:23:18 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447249787 <= 1693448596364, execute later
[2023.08.31 10:23:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447536280 <= 1693448602375, execute later
[2023.08.31 10:23:34 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447258725 <= 1693448614377, execute later
[2023.08.31 10:23:44 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447264724 <= 1693448623426, execute later
[2023.08.31 10:23:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447550700 <= 1693448626374, execute later
[2023.08.31 10:23:54 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447270765 <= 1693448632364, execute later
[2023.08.31 10:24:04 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447276768 <= 1693448641371, execute later
[2023.08.31 10:24:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447560110 <= 1693448650414, execute later
[2023.08.31 10:24:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447282725 <= 1693448653370, execute later
[2023.08.31 10:24:17 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447285727 <= 1693448656364, execute later
[2023.08.31 10:24:18 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447563280 <= 1693448656364, execute later
[2023.08.31 10:24:29 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447565190 <= 1693448668370, execute later
[2023.08.31 10:24:44 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447303755 <= 1693448683376, execute later
[2023.08.31 10:24:49 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447306761 <= 1693448686365, execute later
[2023.08.31 10:24:50 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447573330 <= 1693448689462, execute later
[2023.08.31 10:24:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447312748 <= 1693448695366, execute later
[2023.08.31 10:24:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447575560 <= 1693448698397, execute later
[2023.08.31 10:25:03 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447315720 <= 1693448701362, execute later
[2023.08.31 10:25:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447318748 <= 1693448707367, execute later
[2023.08.31 10:25:17 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447584450 <= 1693448716374, execute later
[2023.08.31 10:25:27 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447589890 <= 1693448725381, execute later
[2023.08.31 10:25:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447333822 <= 1693448734371, execute later
[2023.08.31 10:25:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447594380 <= 1693448734371, execute later
[2023.08.31 10:25:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447339729 <= 1693448743387, execute later
[2023.08.31 10:26:02 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447605620 <= 1693448761369, execute later
[2023.08.31 10:26:08 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447357726 <= 1693448767372, execute later
[2023.08.31 10:26:12 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447360733 <= 1693448770395, execute later
[2023.08.31 10:26:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447611110 <= 1693448773362, execute later
[2023.08.31 10:26:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447366720 <= 1693448782429, execute later
[2023.08.31 10:26:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447613220 <= 1693448782429, execute later
[2023.08.31 10:26:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447369750 <= 1693448785366, execute later
[2023.08.31 10:26:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447378766 <= 1693448800356, execute later
[2023.08.31 10:26:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447384764 <= 1693448809399, execute later
[2023.08.31 10:27:12 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447396750 <= 1693448830363, execute later
[2023.08.31 10:27:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447634820 <= 1693448833358, execute later
[2023.08.31 10:27:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447402716 <= 1693448836364, execute later
[2023.08.31 10:27:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447647920 <= 1693448860445, execute later
[2023.08.31 10:27:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447420721 <= 1693448863360, execute later
[2023.08.31 10:27:55 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447426733 <= 1693448875365, execute later
[2023.08.31 10:28:00 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447429714 <= 1693448878356, execute later
[2023.08.31 10:28:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447658760 <= 1693448890353, execute later
[2023.08.31 10:28:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447662650 <= 1693448896369, execute later
[2023.08.31 10:28:34 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447450871 <= 1693448911367, execute later
[2023.08.31 10:29:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447683510 <= 1693448944373, execute later
[2023.08.31 10:29:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447474713 <= 1693448953362, execute later
[2023.08.31 10:29:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447687110 <= 1693448959380, execute later
[2023.08.31 10:29:40 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447489720 <= 1693448980367, execute later
[2023.08.31 10:29:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447701980 <= 1693448983411, execute later
[2023.08.31 10:29:59 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447501724 <= 1693448998349, execute later
[2023.08.31 10:30:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447513790 <= 1693449022346, execute later
[2023.08.31 10:30:38 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447722080 <= 1693449037350, execute later
[2023.08.31 10:31:00 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693447729720 <= 1693449058492, execute later
